"","condition","block_no","trial_no","trial_type","rt","closeness","id","emotion_rating","closeness","pos_PNR"
"11828","treatment","block 2",5,"2",2226,19,"md_as_36",-1.45308179026144,-1.01534465622451,1.09734827337995
"11835","treatment","block 2",6,"2",3692,17,"md_as_36",-1.53260587729308,-0.972423290161566,1.09734827337995
"11842","treatment","block 2",7,"2",2399,16,"md_as_36",-1.5723679208089,-1.40163695079099,1.09734827337995
"11849","treatment","block 2",8,"2",968,10,"md_as_36",-1.81094018190382,-1.18703012047628,1.09734827337995
"11856","treatment","block 2",9,"1",1059,86,"md_as_36",1.21097512529845,-1.57332241504276,1.09734827337995
"11863","treatment","block 2",10,"2",2302,25,"md_as_36",-1.21450952916653,-1.35871558472804,1.09734827337995
"11870","treatment","block 2",11,"1",1809,75,"md_as_36",0.773592646624441,-1.6162437811057,1.09734827337995
"11877","treatment","block 2",12,"2",1186,20,"md_as_36",-1.41331974674562,-0.41444553134332,1.09734827337995
"11884","treatment","block 2",13,"2",3488,18,"md_as_36",-1.49284383377726,-0.929501924098624,1.09734827337995
"11891","treatment","block 2",14,"2",1024,20,"md_as_36",-1.41331974674562,-1.05826602228745,1.09734827337995
"11898","treatment","block 2",15,"2",3336,14,"md_as_36",-1.65189200784054,-1.22995148653922,1.09734827337995
"11905","treatment","block 2",16,"2",4248,15,"md_as_36",-1.61212996432472,-1.35871558472804,1.09734827337995
"11912","treatment","block 2",17,"1",4999,70,"md_as_36",0.574782429045344,-1.40163695079099,1.09734827337995
"11919","treatment","block 2",18,"2",3395,22,"md_as_36",-1.33379565971398,-0.371524165280378,1.09734827337995
"11926","treatment","block 2",19,"2",2048,24,"md_as_36",-1.25427157268235,-1.10118738835039,1.09734827337995
"11933","treatment","block 2",20,"2",2125,16,"md_as_36",-1.5723679208089,-1.3157942186651,1.09734827337995
"11940","treatment","block 2",21,"1",1434,74,"md_as_36",0.733830603108622,-1.40163695079099,1.09734827337995
"11947","treatment","block 2",22,"2",2126,23,"md_as_36",-1.29403361619817,-0.371524165280378,1.09734827337995
"11954","treatment","block 2",23,"2",1720,17,"md_as_36",-1.53260587729308,-0.886580558035682,1.09734827337995
"11961","treatment","block 2",24,"2",3330,25,"md_as_36",-1.21450952916653,-0.800737825909798,1.09734827337995
"11968","treatment","block 2",25,"2",3361,17,"md_as_36",-1.53260587729308,-0.328602799217435,1.09734827337995
"11976","control","block 1",1,"1",2933,66,"md_as_37",0.415734254982067,-1.70208651323158,-1.66306197953234
"11983","control","block 1",2,"2",3037,21,"md_as_37",-1.3735577032298,-0.457366897406262,-1.66306197953234
"11990","control","block 1",3,"1",3070,68,"md_as_37",0.495258342013705,-1.6162437811057,-1.66306197953234
"11997","control","block 1",4,"2",4578,41,"md_as_37",-0.578316832913417,-0.972423290161566,-1.66306197953234
"12004","control","block 1",5,"1",4286,47,"md_as_37",-0.339744571818501,-1.74500787929452,-1.66306197953234
"12011","control","block 1",6,"2",1631,20,"md_as_37",-1.41331974674562,-1.65916514716864,-1.66306197953234
"12018","control","block 1",7,"1",4477,47,"md_as_37",-0.339744571818501,-1.87377197748335,-1.66306197953234
"12025","control","block 1",8,"2",3861,49,"md_as_37",-0.260220484786862,0.186453593537869,-1.66306197953234
"12032","control","block 1",9,"1",3638,47,"md_as_37",-0.339744571818501,-0.84365919197274,-1.66306197953234
"12039","control","block 1",10,"2",2408,25,"md_as_37",-1.21450952916653,-0.714895093783914,-1.66306197953234
"12046","control","block 1",11,"1",4044,33,"md_as_37",-0.896413181039972,-1.6162437811057,-1.66306197953234
"12053","control","block 1",12,"1",1076,10,"md_as_37",-1.81094018190382,-1.6162437811057,-1.66306197953234
"12060","control","block 1",13,"2",6001,27,"md_as_37",-1.13498544213489,-1.57332241504276,-1.66306197953234
"12067","control","block 1",14,"2",2456,14,"md_as_37",-1.65189200784054,-1.3157942186651,-1.66306197953234
"12074","control","block 1",15,"1",4940,26,"md_as_37",-1.17474748565071,-1.18703012047628,-1.66306197953234
"12081","control","block 1",16,"2",4933,17,"md_as_37",-1.53260587729308,-1.35871558472804,-1.66306197953234
"12088","control","block 1",17,"1",3447,28,"md_as_37",-1.09522339861907,-1.44455831685393,-1.66306197953234
"12095","control","block 1",18,"1",4878,51,"md_as_37",-0.180696397755224,-1.78792924535747,-1.66306197953234
"12102","control","block 1",19,"2",2120,3,"md_as_37",-2.08927448651455,-1.22995148653922,-1.66306197953234
"12109","control","block 1",20,"2",3825,0,"md_as_37",-2.20856061706201,-1.74500787929452,-1.66306197953234
"12116","control","block 1",21,"1",3152,3,"md_as_37",-2.08927448651455,-2.04545744173512,-1.66306197953234
"12123","control","block 1",22,"2",3912,2,"md_as_37",-2.12903653003037,-1.87377197748335,-1.66306197953234
"12130","control","block 1",23,"1",3740,8,"md_as_37",-1.89046426893546,-2.04545744173512,-1.66306197953234
"12137","control","block 1",24,"2",3896,1,"md_as_37",-2.16879857354619,-1.87377197748335,-1.66306197953234
"12144","control","block 1",25,"2",3311,0,"md_as_37",-2.20856061706201,-1.83085061142041,-1.66306197953234
"12152","control","block 2",1,"1",3231,51,"md_as_37",-0.180696397755224,-2.04545744173512,-1.66306197953234
"12159","control","block 2",2,"2",4948,75,"md_as_37",0.773592646624441,-1.65916514716864,-1.66306197953234
"12166","control","block 2",3,"1",2248,64,"md_as_37",0.336210167950428,-1.78792924535747,-1.66306197953234
"12173","control","block 2",4,"2",5350,80,"md_as_37",0.972402864203538,-1.78792924535747,-1.66306197953234
"12180","control","block 2",5,"1",2510,66,"md_as_37",0.415734254982067,-1.78792924535747,-1.66306197953234
"12187","control","block 2",6,"2",3707,66,"md_as_37",0.415734254982067,-1.3157942186651,-1.66306197953234
"12194","control","block 2",7,"1",2931,60,"md_as_37",0.177161993887151,-1.57332241504276,-1.66306197953234
"12201","control","block 2",8,"2",3743,59,"md_as_37",0.137399950371331,-1.83085061142041,-1.66306197953234
"12208","control","block 2",9,"1",3915,57,"md_as_37",0.0578758633396926,-1.74500787929452,-1.66306197953234
"12215","control","block 2",10,"2",3466,53,"md_as_37",-0.101172310723585,-1.65916514716864,-1.66306197953234
"12222","control","block 2",11,"1",3273,48,"md_as_37",-0.299982528302682,-1.78792924535747,-1.66306197953234
"12229","control","block 2",12,"1",2764,45,"md_as_37",-0.41926865885014,-1.70208651323158,-1.66306197953234
"12236","control","block 2",13,"1",4374,58,"md_as_37",0.097637906855512,-1.35871558472804,-1.66306197953234
"12243","control","block 2",14,"2",6006,57,"md_as_37",0.0578758633396926,-1.35871558472804,-1.66306197953234
"12250","control","block 2",15,"1",2850,51,"md_as_37",-0.180696397755224,-1.6162437811057,-1.66306197953234
"12257","control","block 2",16,"2",1717,3,"md_as_37",-2.08927448651455,-1.44455831685393,-1.66306197953234
"12264","control","block 2",17,"1",5118,51,"md_as_37",-0.180696397755224,-1.6162437811057,-1.66306197953234
"12271","control","block 2",18,"1",4072,39,"md_as_37",-0.657840919945056,-1.40163695079099,-1.66306197953234
"12278","control","block 2",19,"2",2683,31,"md_as_37",-0.975937268071611,-1.44455831685393,-1.66306197953234
"12285","control","block 2",20,"2",2444,33,"md_as_37",-0.896413181039972,-1.6162437811057,-1.66306197953234
"12292","control","block 2",21,"1",4523,47,"md_as_37",-0.339744571818501,-1.95961470960923,-1.66306197953234
"12299","control","block 2",22,"2",1670,21,"md_as_37",-1.3735577032298,-1.83085061142041,-1.66306197953234
"12306","control","block 2",23,"1",3838,50,"md_as_37",-0.220458441271043,-1.74500787929452,-1.66306197953234
"12313","control","block 2",24,"2",3170,35,"md_as_37",-0.816889094008333,-1.70208651323158,-1.66306197953234
"12320","control","block 2",25,"2",2758,28,"md_as_37",-1.09522339861907,-1.83085061142041,-1.66306197953234
"12328","treatment","block 1",1,"1",4165,56,"md_as_37",0.0181138198238733,-1.65916514716864,-1.66306197953234
"12335","treatment","block 1",2,"2",2758,57,"md_as_37",0.0578758633396926,-1.70208651323158,-1.66306197953234
"12342","treatment","block 1",3,"1",2193,70,"md_as_37",0.574782429045344,-1.70208651323158,-1.66306197953234
"12349","treatment","block 1",4,"1",2444,57,"md_as_37",0.0578758633396926,-1.48747968291687,-1.66306197953234
"12356","treatment","block 1",5,"1",4643,68,"md_as_37",0.495258342013705,-0.800737825909798,-1.66306197953234
"12363","treatment","block 1",6,"1",4294,64,"md_as_37",0.336210167950428,-0.543209629532146,-1.66306197953234
"12370","treatment","block 1",7,"1",5122,43,"md_as_37",-0.498792745881778,-0.457366897406262,-1.66306197953234
"12377","treatment","block 1",8,"1",3241,41,"md_as_37",-0.578316832913417,-0.156917334965667,-1.66306197953234
"12384","treatment","block 1",9,"2",2821,49,"md_as_37",-0.260220484786862,0.229374959600811,-1.66306197953234
"12391","treatment","block 1",10,"1",2467,65,"md_as_37",0.375972211466247,-0.028153236776841,-1.66306197953234
"12398","treatment","block 1",11,"2",2863,57,"md_as_37",0.0578758633396926,0.0147681292861011,-1.66306197953234
"12405","treatment","block 1",12,"1",2924,58,"md_as_37",0.097637906855512,-0.156917334965667,-1.66306197953234
"12412","treatment","block 1",13,"1",2563,60,"md_as_37",0.177161993887151,-0.071074602839783,-1.66306197953234
"12419","treatment","block 1",14,"1",4378,73,"md_as_37",0.694068559592802,0.529824522041406,-1.66306197953234
"12426","treatment","block 1",15,"1",2664,77,"md_as_37",0.85311673365608,0.272296325663754,-1.66306197953234
"12433","treatment","block 1",16,"1",3184,88,"md_as_37",1.29049921233009,0.529824522041406,-1.66306197953234
"12440","treatment","block 1",17,"2",1775,80,"md_as_37",0.972402864203538,0.529824522041406,-1.66306197953234
"12447","treatment","block 1",18,"1",3361,85,"md_as_37",1.17121308178263,0.272296325663754,-1.66306197953234
"12454","treatment","block 1",19,"1",4323,94,"md_as_37",1.52907147342501,0.486903155978464,-1.66306197953234
"12461","treatment","block 1",20,"1",2415,90,"md_as_37",1.37002329936173,0.744431352356116,-1.66306197953234
"12468","treatment","block 1",21,"2",2146,94,"md_as_37",1.52907147342501,0.830274084482,-1.66306197953234
"12475","treatment","block 1",22,"1",3093,89,"md_as_37",1.33026125584591,0.873195450544942,-1.66306197953234
"12482","treatment","block 1",23,"1",2807,93,"md_as_37",1.48930942990919,0.873195450544942,-1.66306197953234
"12489","treatment","block 1",24,"1",2339,98,"md_as_37",1.68811964748829,0.873195450544942,-1.66306197953234
"12496","treatment","block 1",25,"1",648,80,"md_as_37",0.972402864203538,1.08780228085965,-1.66306197953234
"12504","treatment","block 2",1,"2",3921,38,"md_as_37",-0.697602963460875,0.186453593537869,-1.66306197953234
"12511","treatment","block 2",2,"1",2142,49,"md_as_37",-0.260220484786862,-0.199838701028609,-1.66306197953234
"12518","treatment","block 2",3,"2",2275,40,"md_as_37",-0.618078876429236,-0.071074602839783,-1.66306197953234
"12525","treatment","block 2",4,"2",2014,22,"md_as_37",-1.33379565971398,-0.886580558035682,-1.66306197953234
"12532","treatment","block 2",5,"2",1937,4,"md_as_37",-2.04951244299873,-1.27287285260216,-1.66306197953234
"12539","treatment","block 2",6,"2",3233,0,"md_as_37",-2.20856061706201,-1.65916514716864,-1.66306197953234
"12546","treatment","block 2",7,"2",4199,0,"md_as_37",-2.20856061706201,-2.04545744173512,-1.66306197953234
"12553","treatment","block 2",8,"2",1832,0,"md_as_37",-2.20856061706201,-2.04545744173512,-1.66306197953234
"12560","treatment","block 2",9,"1",2359,2,"md_as_37",-2.12903653003037,-1.91669334354629,-1.66306197953234
"12567","treatment","block 2",10,"2",1627,0,"md_as_37",-2.20856061706201,-2.04545744173512,-1.66306197953234
"12574","treatment","block 2",11,"1",2715,7,"md_as_37",-1.93022631245128,-2.04545744173512,-1.66306197953234
"12581","treatment","block 2",12,"2",2733,0,"md_as_37",-2.20856061706201,-1.74500787929452,-1.66306197953234
"12588","treatment","block 2",13,"2",3390,0,"md_as_37",-2.20856061706201,-2.04545744173512,-1.66306197953234
"12595","treatment","block 2",14,"2",1776,0,"md_as_37",-2.20856061706201,-2.04545744173512,-1.66306197953234
"12602","treatment","block 2",15,"2",1111,0,"md_as_37",-2.20856061706201,-2.04545744173512,-1.66306197953234
"12609","treatment","block 2",16,"2",3382,0,"md_as_37",-2.20856061706201,-2.04545744173512,-1.66306197953234
"12616","treatment","block 2",17,"1",2314,0,"md_as_37",-2.20856061706201,-2.04545744173512,-1.66306197953234
"12623","treatment","block 2",18,"2",1461,0,"md_as_37",-2.20856061706201,-2.04545744173512,-1.66306197953234
"12630","treatment","block 2",19,"2",3657,0,"md_as_37",-2.20856061706201,-2.04545744173512,-1.66306197953234
"12637","treatment","block 2",20,"2",2098,0,"md_as_37",-2.20856061706201,-2.04545744173512,-1.66306197953234
"12644","treatment","block 2",21,"1",3768,25,"md_as_37",-1.21450952916653,-2.04545744173512,-1.66306197953234
"12651","treatment","block 2",22,"2",3571,28,"md_as_37",-1.09522339861907,-2.04545744173512,-1.66306197953234
"12658","treatment","block 2",23,"2",2888,33,"md_as_37",-0.896413181039972,-2.04545744173512,-1.66306197953234
"12665","treatment","block 2",24,"2",3116,52,"md_as_37",-0.140934354239404,-2.04545744173512,-1.66306197953234
"12672","treatment","block 2",25,"2",2095,40,"md_as_37",-0.618078876429236,-2.04545744173512,-1.66306197953234
"12680","treatment","block 1",1,"1",2058,81,"md_as_38",1.01216490771936,-0.500288263469204,-0.190843177979121
"12687","treatment","block 1",2,"2",2458,38,"md_as_38",-0.697602963460875,0.0147681292861011,-0.190843177979121
"12694","treatment","block 1",3,"1",3483,66,"md_as_38",0.415734254982067,-0.113995968902725,-0.190843177979121
"12701","treatment","block 1",4,"1",3789,78,"md_as_38",0.892878777171899,0.529824522041406,-0.190843177979121
"12708","treatment","block 1",5,"1",3880,88,"md_as_38",1.29049921233009,0.959038182670827,-0.190843177979121
"12715","treatment","block 1",6,"1",2936,81,"md_as_38",1.01216490771936,1.04488091479671,-0.190843177979121
"12722","treatment","block 1",7,"1",4035,80,"md_as_38",0.972402864203538,0.916116816607885,-0.190843177979121
"12729","treatment","block 1",8,"1",3719,76,"md_as_38",0.81335469014026,-1.6162437811057,-0.190843177979121
"12736","treatment","block 1",9,"2",2131,36,"md_as_38",-0.777127050492514,0.744431352356116,-0.190843177979121
"12743","treatment","block 1",10,"1",3826,75,"md_as_38",0.773592646624441,0.701509986293174,-0.190843177979121
"12750","treatment","block 1",11,"2",2186,32,"md_as_38",-0.936175224555791,0.701509986293174,-0.190843177979121
"12757","treatment","block 1",12,"1",4502,78,"md_as_38",0.892878777171899,0.143532227474927,-0.190843177979121
"12764","treatment","block 1",13,"1",3746,77,"md_as_38",0.85311673365608,1.00195954873377,-0.190843177979121
"12771","treatment","block 1",14,"1",4309,84,"md_as_38",1.13145103826682,1.04488091479671,-0.190843177979121
"12778","treatment","block 1",15,"1",4330,92,"md_as_38",1.44954738639337,1.25948774511142,-0.190843177979121
"12785","treatment","block 1",16,"1",2183,85,"md_as_38",1.17121308178263,1.30240911117436,-0.190843177979121
"12792","treatment","block 1",17,"2",2225,31,"md_as_38",-0.975937268071611,1.17364501298554,-0.190843177979121
"12799","treatment","block 1",18,"1",4074,85,"md_as_38",1.17121308178263,0.658588620230232,-0.190843177979121
"12806","treatment","block 1",19,"1",4468,82,"md_as_38",1.05192695123518,1.08780228085965,-0.190843177979121
"12813","treatment","block 1",20,"1",4056,87,"md_as_38",1.25073716881427,1.00195954873377,-0.190843177979121
"12820","treatment","block 1",21,"2",3059,32,"md_as_38",-0.936175224555791,1.13072364692259,-0.190843177979121
"12827","treatment","block 1",22,"1",4113,85,"md_as_38",1.17121308178263,0.529824522041406,-0.190843177979121
"12834","treatment","block 1",23,"1",3579,88,"md_as_38",1.29049921233009,1.04488091479671,-0.190843177979121
"12841","treatment","block 1",24,"1",2598,84,"md_as_38",1.13145103826682,0.959038182670827,-0.190843177979121
"12848","treatment","block 1",25,"1",4122,86,"md_as_38",1.21097512529845,1.25948774511142,-0.190843177979121
"12856","treatment","block 2",1,"2",3894,30,"md_as_38",-1.01569931158743,0.873195450544942,-0.190843177979121
"12863","treatment","block 2",2,"1",2477,86,"md_as_38",1.21097512529845,0.830274084482,-0.190843177979121
"12870","treatment","block 2",3,"2",3512,27,"md_as_38",-1.13498544213489,0.959038182670827,-0.190843177979121
"12877","treatment","block 2",4,"2",2448,23,"md_as_38",-1.29403361619817,0.658588620230232,-0.190843177979121
