"","condition","block_no","trial_no","trial_type","rt","closeness","id","emotion_rating","closeness","pos_PNR"
"9997","control","block 1",20,"2",1567,30,"md_as_34",-1.01569931158743,-0.113995968902725,0.913320923185796
"10004","control","block 1",21,"1",2083,62,"md_as_34",0.256686080918789,-0.371524165280378,0.913320923185796
"10011","control","block 1",22,"2",3243,39,"md_as_34",-0.657840919945056,-0.671973727720972,0.913320923185796
"10018","control","block 1",23,"1",2610,57,"md_as_34",0.0578758633396926,-0.457366897406262,0.913320923185796
"10025","control","block 1",24,"2",1917,37,"md_as_34",-0.737365006976694,-0.84365919197274,0.913320923185796
"10032","control","block 1",25,"2",2970,36,"md_as_34",-0.777127050492514,-0.586130995595088,0.913320923185796
"10040","control","block 2",1,"1",2038,72,"md_as_34",0.654306516076983,-0.800737825909798,0.913320923185796
"10047","control","block 2",2,"2",3255,35,"md_as_34",-0.816889094008333,-0.457366897406262,0.913320923185796
"10054","control","block 2",3,"1",3427,64,"md_as_34",0.336210167950428,-0.586130995595088,0.913320923185796
"10061","control","block 2",4,"2",3216,36,"md_as_34",-0.777127050492514,-0.328602799217435,0.913320923185796
"10068","control","block 2",5,"1",3141,67,"md_as_34",0.455496298497886,-0.586130995595088,0.913320923185796
"10075","control","block 2",6,"2",4702,36,"md_as_34",-0.777127050492514,-0.113995968902725,0.913320923185796
"10082","control","block 2",7,"1",1026,80,"md_as_34",0.972402864203538,-0.671973727720972,0.913320923185796
"10089","control","block 2",8,"2",2056,28,"md_as_34",-1.09522339861907,-0.156917334965667,0.913320923185796
"10096","control","block 2",9,"1",2799,69,"md_as_34",0.535020385529525,-0.285681433154493,0.913320923185796
"10103","control","block 2",10,"2",2095,29,"md_as_34",-1.05546135510325,-0.328602799217435,0.913320923185796
"10110","control","block 2",11,"1",2917,72,"md_as_34",0.654306516076983,-0.41444553134332,0.913320923185796
"10117","control","block 2",12,"1",1864,82,"md_as_34",1.05192695123518,-0.886580558035682,0.913320923185796
"10124","control","block 2",13,"1",3158,82,"md_as_34",1.05192695123518,0.443981789915522,0.913320923185796
"10131","control","block 2",14,"2",1595,48,"md_as_34",-0.299982528302682,0.916116816607885,0.913320923185796
"10138","control","block 2",15,"1",4056,77,"md_as_34",0.85311673365608,-1.10118738835039,0.913320923185796
"10145","control","block 2",16,"2",4116,31,"md_as_34",-0.975937268071611,-0.800737825909798,0.913320923185796
"10152","control","block 2",17,"1",2224,68,"md_as_34",0.495258342013705,-0.62905236165803,0.913320923185796
"10159","control","block 2",18,"1",3168,72,"md_as_34",0.654306516076983,-0.500288263469204,0.913320923185796
"10166","control","block 2",19,"2",3209,27,"md_as_34",-1.13498544213489,-0.671973727720972,0.913320923185796
"10173","control","block 2",20,"2",3011,33,"md_as_34",-0.896413181039972,-0.757816459846856,0.913320923185796
"10180","control","block 2",21,"1",2650,64,"md_as_34",0.336210167950428,-1.35871558472804,0.913320923185796
"10187","control","block 2",22,"2",1711,14,"md_as_34",-1.65189200784054,-1.18703012047628,0.913320923185796
"10194","control","block 2",23,"1",2774,58,"md_as_34",0.097637906855512,-1.05826602228745,0.913320923185796
"10201","control","block 2",24,"2",1509,30,"md_as_34",-1.01569931158743,-1.10118738835039,0.913320923185796
"10208","control","block 2",25,"2",3530,26,"md_as_34",-1.17474748565071,-1.18703012047628,0.913320923185796
"10216","treatment","block 1",1,"1",2493,71,"md_as_34",0.614544472561164,-0.671973727720972,0.913320923185796
"10223","treatment","block 1",2,"2",2489,31,"md_as_34",-0.975937268071611,0.0576894953490432,0.913320923185796
"10230","treatment","block 1",3,"1",3075,71,"md_as_34",0.614544472561164,-0.757816459846856,0.913320923185796
"10237","treatment","block 1",4,"1",1457,77,"md_as_34",0.85311673365608,-0.242760067091551,0.913320923185796
"10244","treatment","block 1",5,"1",3671,80,"md_as_34",0.972402864203538,0.0576894953490432,0.913320923185796
"10251","treatment","block 1",6,"1",2288,77,"md_as_34",0.85311673365608,-0.328602799217435,0.913320923185796
"10258","treatment","block 1",7,"1",3591,100,"md_as_34",1.76764373451992,0.358139057789638,0.913320923185796
"10265","treatment","block 1",8,"1",1530,98,"md_as_34",1.68811964748829,0.0576894953490432,0.913320923185796
"10272","treatment","block 1",9,"2",1949,60,"md_as_34",0.177161993887151,0.959038182670827,0.913320923185796
"10279","treatment","block 1",10,"1",464,10,"md_as_34",-1.81094018190382,0.443981789915522,0.913320923185796
"10286","treatment","block 1",11,"2",3767,40,"md_as_34",-0.618078876429236,0.529824522041406,0.913320923185796
"10293","treatment","block 1",12,"1",887,90,"md_as_34",1.37002329936173,-0.071074602839783,0.913320923185796
"10300","treatment","block 1",13,"1",1754,81,"md_as_34",1.01216490771936,0.315217691726696,0.913320923185796
"10307","treatment","block 1",14,"1",3716,86,"md_as_34",1.21097512529845,0.0576894953490432,0.913320923185796
"10314","treatment","block 1",15,"1",4342,94,"md_as_34",1.52907147342501,0.529824522041406,0.913320923185796
"10321","treatment","block 1",16,"1",2389,82,"md_as_34",1.05192695123518,0.529824522041406,0.913320923185796
"10328","treatment","block 1",17,"2",1673,55,"md_as_34",-0.0216482236919461,0.229374959600811,0.913320923185796
"10335","treatment","block 1",18,"1",1410,82,"md_as_34",1.05192695123518,0.358139057789638,0.913320923185796
"10342","treatment","block 1",19,"1",3677,67,"md_as_34",0.455496298497886,0.40106042385258,0.913320923185796
"10349","treatment","block 1",20,"1",1420,77,"md_as_34",0.85311673365608,0.529824522041406,0.913320923185796
"10356","treatment","block 1",21,"2",3163,34,"md_as_34",-0.856651137524152,0.229374959600811,0.913320923185796
"10363","treatment","block 1",22,"1",2933,78,"md_as_34",0.892878777171899,0.0576894953490432,0.913320923185796
"10370","treatment","block 1",23,"1",3349,78,"md_as_34",0.892878777171899,0.272296325663754,0.913320923185796
"10377","treatment","block 1",24,"1",1576,81,"md_as_34",1.01216490771936,0.186453593537869,0.913320923185796
"10384","treatment","block 1",25,"1",1238,84,"md_as_34",1.13145103826682,0.100610861411985,0.913320923185796
"10392","treatment","block 2",1,"2",1112,32,"md_as_34",-0.936175224555791,-0.41444553134332,0.913320923185796
"10399","treatment","block 2",2,"1",2120,68,"md_as_34",0.495258342013705,-0.41444553134332,0.913320923185796
"10406","treatment","block 2",3,"2",2919,41,"md_as_34",-0.578316832913417,-0.156917334965667,0.913320923185796
"10413","treatment","block 2",4,"2",2413,52,"md_as_34",-0.140934354239404,-0.071074602839783,0.913320923185796
"10420","treatment","block 2",5,"2",2974,32,"md_as_34",-0.936175224555791,-0.199838701028609,0.913320923185796
"10427","treatment","block 2",6,"2",2267,53,"md_as_34",-0.101172310723585,-0.285681433154493,0.913320923185796
"10434","treatment","block 2",7,"2",3160,28,"md_as_34",-1.09522339861907,-0.371524165280378,0.913320923185796
"10441","treatment","block 2",8,"2",1321,20,"md_as_34",-1.41331974674562,-0.371524165280378,0.913320923185796
"10448","treatment","block 2",9,"1",2149,76,"md_as_34",0.81335469014026,-0.113995968902725,0.913320923185796
"10455","treatment","block 2",10,"2",2684,28,"md_as_34",-1.09522339861907,-0.242760067091551,0.913320923185796
"10462","treatment","block 2",11,"1",2611,72,"md_as_34",0.654306516076983,-0.285681433154493,0.913320923185796
"10469","treatment","block 2",12,"2",3663,55,"md_as_34",-0.0216482236919461,0.0576894953490432,0.913320923185796
"10476","treatment","block 2",13,"2",3271,23,"md_as_34",-1.29403361619817,-0.371524165280378,0.913320923185796
"10483","treatment","block 2",14,"2",3071,21,"md_as_34",-1.3735577032298,-0.586130995595088,0.913320923185796
"10490","treatment","block 2",15,"2",3125,21,"md_as_34",-1.3735577032298,-0.714895093783914,0.913320923185796
"10497","treatment","block 2",16,"2",3084,16,"md_as_34",-1.5723679208089,-0.62905236165803,0.913320923185796
"10504","treatment","block 2",17,"1",2817,51,"md_as_34",-0.180696397755224,-0.62905236165803,0.913320923185796
"10511","treatment","block 2",18,"2",1789,18,"md_as_34",-1.49284383377726,-0.714895093783914,0.913320923185796
"10518","treatment","block 2",19,"2",2196,22,"md_as_34",-1.33379565971398,-0.543209629532146,0.913320923185796
"10525","treatment","block 2",20,"2",3471,23,"md_as_34",-1.29403361619817,-1.18703012047628,0.913320923185796
"10532","treatment","block 2",21,"1",2424,80,"md_as_34",0.972402864203538,-0.62905236165803,0.913320923185796
"10539","treatment","block 2",22,"2",1359,19,"md_as_34",-1.45308179026144,-0.714895093783914,0.913320923185796
"10546","treatment","block 2",23,"2",2305,19,"md_as_34",-1.45308179026144,-0.62905236165803,0.913320923185796
"10553","treatment","block 2",24,"2",1955,17,"md_as_34",-1.53260587729308,-1.18703012047628,0.913320923185796
"10560","treatment","block 2",25,"2",3613,22,"md_as_34",-1.33379565971398,-0.671973727720972,0.913320923185796
"10568","control","block 1",1,"1",2827,59,"md_as_35",0.137399950371331,-0.41444553134332,-0.558897878367427
"10575","control","block 1",2,"2",1381,40,"md_as_35",-0.618078876429236,0.744431352356116,-0.558897878367427
"10582","control","block 1",3,"1",1386,68,"md_as_35",0.495258342013705,0.229374959600811,-0.558897878367427
"10589","control","block 1",4,"2",2189,49,"md_as_35",-0.260220484786862,-0.071074602839783,-0.558897878367427
"10596","control","block 1",5,"1",1697,49,"md_as_35",-0.260220484786862,-0.199838701028609,-0.558897878367427
"10603","control","block 1",6,"2",1203,56,"md_as_35",0.0181138198238733,0.315217691726696,-0.558897878367427
"10610","control","block 1",7,"1",2944,47,"md_as_35",-0.339744571818501,0.358139057789638,-0.558897878367427
"10617","control","block 1",8,"2",2566,38,"md_as_35",-0.697602963460875,0.186453593537869,-0.558897878367427
"10624","control","block 1",9,"1",2235,53,"md_as_35",-0.101172310723585,-0.328602799217435,-0.558897878367427
"10631","control","block 1",10,"2",2035,53,"md_as_35",-0.101172310723585,0.272296325663754,-0.558897878367427
"10638","control","block 1",11,"1",2448,44,"md_as_35",-0.459030702365959,-0.328602799217435,-0.558897878367427
"10645","control","block 1",12,"1",2082,57,"md_as_35",0.0578758633396926,0.100610861411985,-0.558897878367427
"10652","control","block 1",13,"2",1343,52,"md_as_35",-0.140934354239404,-0.328602799217435,-0.558897878367427
"10659","control","block 1",14,"2",1994,29,"md_as_35",-1.05546135510325,-0.671973727720972,-0.558897878367427
"10666","control","block 1",15,"1",2711,36,"md_as_35",-0.777127050492514,-1.14410875441333,-0.558897878367427
"10673","control","block 1",16,"2",3280,27,"md_as_35",-1.13498544213489,-0.757816459846856,-0.558897878367427
"10680","control","block 1",17,"1",3418,34,"md_as_35",-0.856651137524152,0.186453593537869,-0.558897878367427
"10687","control","block 1",18,"1",2004,42,"md_as_35",-0.538554789397598,-0.328602799217435,-0.558897878367427
"10694","control","block 1",19,"2",3041,32,"md_as_35",-0.936175224555791,-0.071074602839783,-0.558897878367427
"10701","control","block 1",20,"2",2338,43,"md_as_35",-0.498792745881778,-0.500288263469204,-0.558897878367427
"10708","control","block 1",21,"1",2596,51,"md_as_35",-0.180696397755224,-0.457366897406262,-0.558897878367427
"10715","control","block 1",22,"2",2731,43,"md_as_35",-0.498792745881778,0.0147681292861011,-0.558897878367427
"10722","control","block 1",23,"1",891,60,"md_as_35",0.177161993887151,-0.757816459846856,-0.558897878367427
"10729","control","block 1",24,"2",3327,45,"md_as_35",-0.41926865885014,-0.242760067091551,-0.558897878367427
"10736","control","block 1",25,"2",3346,40,"md_as_35",-0.618078876429236,0.229374959600811,-0.558897878367427
"10744","control","block 2",1,"1",2528,43,"md_as_35",-0.498792745881778,-0.028153236776841,-0.558897878367427
"10751","control","block 2",2,"2",3068,32,"md_as_35",-0.936175224555791,0.143532227474927,-0.558897878367427
"10758","control","block 2",3,"1",3005,56,"md_as_35",0.0181138198238733,-0.071074602839783,-0.558897878367427
"10765","control","block 2",4,"2",3128,41,"md_as_35",-0.578316832913417,0.0147681292861011,-0.558897878367427
"10772","control","block 2",5,"1",1990,48,"md_as_35",-0.299982528302682,0.0576894953490432,-0.558897878367427
"10779","control","block 2",6,"2",1463,59,"md_as_35",0.137399950371331,0.100610861411985,-0.558897878367427
"10786","control","block 2",7,"1",3667,53,"md_as_35",-0.101172310723585,-0.328602799217435,-0.558897878367427
"10793","control","block 2",8,"2",4265,29,"md_as_35",-1.05546135510325,0.658588620230232,-0.558897878367427
"10800","control","block 2",9,"1",3049,58,"md_as_35",0.097637906855512,-0.671973727720972,-0.558897878367427
"10807","control","block 2",10,"2",2954,41,"md_as_35",-0.578316832913417,-0.757816459846856,-0.558897878367427
"10814","control","block 2",11,"1",2256,53,"md_as_35",-0.101172310723585,-0.113995968902725,-0.558897878367427
"10821","control","block 2",12,"1",3206,43,"md_as_35",-0.498792745881778,0.358139057789638,-0.558897878367427
"10828","control","block 2",13,"1",1257,70,"md_as_35",0.574782429045344,0.443981789915522,-0.558897878367427
"10835","control","block 2",14,"2",1939,58,"md_as_35",0.097637906855512,1.13072364692259,-0.558897878367427
"10842","control","block 2",15,"1",2899,64,"md_as_35",0.336210167950428,0.0576894953490432,-0.558897878367427
"10849","control","block 2",16,"2",2117,56,"md_as_35",0.0181138198238733,0.658588620230232,-0.558897878367427
"10856","control","block 2",17,"1",1963,48,"md_as_35",-0.299982528302682,0.315217691726696,-0.558897878367427
"10863","control","block 2",18,"1",4191,50,"md_as_35",-0.220458441271043,-0.028153236776841,-0.558897878367427
"10870","control","block 2",19,"2",2211,40,"md_as_35",-0.618078876429236,0.315217691726696,-0.558897878367427
"10877","control","block 2",20,"2",1739,40,"md_as_35",-0.618078876429236,-0.500288263469204,-0.558897878367427
"10884","control","block 2",21,"1",3972,53,"md_as_35",-0.101172310723585,0.100610861411985,-0.558897878367427
"10891","control","block 2",22,"2",2892,49,"md_as_35",-0.260220484786862,-0.028153236776841,-0.558897878367427
"10898","control","block 2",23,"1",2302,54,"md_as_35",-0.0614102672077654,0.315217691726696,-0.558897878367427
"10905","control","block 2",24,"2",4906,50,"md_as_35",-0.220458441271043,-0.113995968902725,-0.558897878367427
"10912","control","block 2",25,"2",2427,44,"md_as_35",-0.459030702365959,0.315217691726696,-0.558897878367427
"10920","treatment","block 1",1,"1",1675,63,"md_as_35",0.296448124434609,0.100610861411985,-0.558897878367427
"10927","treatment","block 1",2,"2",1780,50,"md_as_35",-0.220458441271043,0.572745888104348,-0.558897878367427
"10934","treatment","block 1",3,"1",2309,41,"md_as_35",-0.578316832913417,0.100610861411985,-0.558897878367427
"10941","treatment","block 1",4,"1",2046,51,"md_as_35",-0.180696397755224,0.486903155978464,-0.558897878367427
"10948","treatment","block 1",5,"1",952,80,"md_as_35",0.972402864203538,0.959038182670827,-0.558897878367427
"10955","treatment","block 1",6,"1",1726,81,"md_as_35",1.01216490771936,1.13072364692259,-0.558897878367427
"10962","treatment","block 1",7,"1",1557,94,"md_as_35",1.52907147342501,1.21656637904848,-0.558897878367427
"10969","treatment","block 1",8,"1",1614,93,"md_as_35",1.48930942990919,1.34533047723731,-0.558897878367427
"10976","treatment","block 1",9,"2",2925,74,"md_as_35",0.733830603108622,1.81746550392967,-0.558897878367427
"10983","treatment","block 1",10,"1",1734,76,"md_as_35",0.81335469014026,1.38825184330025,-0.558897878367427
"10990","treatment","block 1",11,"2",3023,72,"md_as_35",0.654306516076983,1.34533047723731,-0.558897878367427
"10997","treatment","block 1",12,"1",2980,71,"md_as_35",0.614544472561164,1.00195954873377,-0.558897878367427
"11004","treatment","block 1",13,"1",1018,90,"md_as_35",1.37002329936173,-0.328602799217435,-0.558897878367427
"11011","treatment","block 1",14,"1",3923,87,"md_as_35",1.25073716881427,1.38825184330025,-0.558897878367427
"11018","treatment","block 1",15,"1",718,80,"md_as_35",0.972402864203538,1.47409457542613,-0.558897878367427
"11025","treatment","block 1",16,"1",1278,96,"md_as_35",1.60859556045665,1.55993730755202,-0.558897878367427
"11032","treatment","block 1",17,"2",2289,68,"md_as_35",0.495258342013705,1.73162277180378,-0.558897878367427
"11039","treatment","block 1",18,"1",2578,80,"md_as_35",0.972402864203538,1.38825184330025,-0.558897878367427
"11046","treatment","block 1",19,"1",1564,82,"md_as_35",1.05192695123518,1.38825184330025,-0.558897878367427
"11053","treatment","block 1",20,"1",1383,85,"md_as_35",1.17121308178263,1.60285867361496,-0.558897878367427
"11060","treatment","block 1",21,"2",3233,73,"md_as_35",0.694068559592802,1.6457800396779,-0.558897878367427
"11067","treatment","block 1",22,"1",498,40,"md_as_35",-0.618078876429236,1.34533047723731,-0.558897878367427
"11074","treatment","block 1",23,"1",1709,73,"md_as_35",0.694068559592802,1.25948774511142,-0.558897878367427
"11081","treatment","block 1",24,"1",1867,69,"md_as_35",0.535020385529525,1.34533047723731,-0.558897878367427
"11088","treatment","block 1",25,"1",3400,74,"md_as_35",0.733830603108622,1.43117320936319,-0.558897878367427
"11096","treatment","block 2",1,"2",1605,40,"md_as_35",-0.618078876429236,0.315217691726696,-0.558897878367427
"11103","treatment","block 2",2,"1",1971,54,"md_as_35",-0.0614102672077654,-0.328602799217435,-0.558897878367427
"11110","treatment","block 2",3,"2",1303,54,"md_as_35",-0.0614102672077654,0.100610861411985,-0.558897878367427
"11117","treatment","block 2",4,"2",2610,35,"md_as_35",-0.816889094008333,-0.328602799217435,-0.558897878367427
"11124","treatment","block 2",5,"2",1586,20,"md_as_35",-1.41331974674562,-1.6162437811057,-0.558897878367427
"11131","treatment","block 2",6,"2",1228,18,"md_as_35",-1.49284383377726,-0.671973727720972,-0.558897878367427
"11138","treatment","block 2",7,"2",928,20,"md_as_35",-1.41331974674562,-0.84365919197274,-0.558897878367427
"11145","treatment","block 2",8,"2",1901,14,"md_as_35",-1.65189200784054,-0.929501924098624,-0.558897878367427
"11152","treatment","block 2",9,"1",796,20,"md_as_35",-1.41331974674562,-1.10118738835039,-0.558897878367427
"11159","treatment","block 2",10,"2",2646,16,"md_as_35",-1.5723679208089,-1.44455831685393,-0.558897878367427
"11166","treatment","block 2",11,"1",879,20,"md_as_35",-1.41331974674562,-1.53040104897981,-0.558897878367427
"11173","treatment","block 2",12,"2",2247,16,"md_as_35",-1.5723679208089,-0.84365919197274,-0.558897878367427
"11180","treatment","block 2",13,"2",2694,26,"md_as_35",-1.17474748565071,-1.91669334354629,-0.558897878367427
"11187","treatment","block 2",14,"2",3244,12,"md_as_35",-1.73141609487218,-1.40163695079099,-0.558897878367427
"11194","treatment","block 2",15,"2",1673,14,"md_as_35",-1.65189200784054,-1.35871558472804,-0.558897878367427
"11201","treatment","block 2",16,"2",1584,7,"md_as_35",-1.93022631245128,-1.40163695079099,-0.558897878367427
"11208","treatment","block 2",17,"1",922,40,"md_as_35",-0.618078876429236,-1.6162437811057,-0.558897878367427
"11215","treatment","block 2",18,"2",4451,20,"md_as_35",-1.41331974674562,-0.929501924098624,-0.558897878367427
"11222","treatment","block 2",19,"2",1434,13,"md_as_35",-1.69165405135636,-1.10118738835039,-0.558897878367427
"11229","treatment","block 2",20,"2",2359,14,"md_as_35",-1.65189200784054,-0.972423290161566,-0.558897878367427
"11236","treatment","block 2",21,"1",1749,30,"md_as_35",-1.01569931158743,-1.65916514716864,-0.558897878367427
"11243","treatment","block 2",22,"2",1559,20,"md_as_35",-1.41331974674562,-1.01534465622451,-0.558897878367427
"11250","treatment","block 2",23,"2",2206,29,"md_as_35",-1.05546135510325,-1.27287285260216,-0.558897878367427
"11257","treatment","block 2",24,"2",709,10,"md_as_35",-1.81094018190382,-1.44455831685393,-0.558897878367427
"11264","treatment","block 2",25,"2",3752,18,"md_as_35",-1.49284383377726,-1.27287285260216,-0.558897878367427
"11272","control","block 1",1,"1",3005,75,"md_as_36",0.773592646624441,-1.27287285260216,1.09734827337995
"11279","control","block 1",2,"2",2773,20,"md_as_36",-1.41331974674562,0.358139057789638,1.09734827337995
"11286","control","block 1",3,"1",3810,80,"md_as_36",0.972402864203538,-1.57332241504276,1.09734827337995
"11293","control","block 1",4,"2",3037,5,"md_as_36",-2.00975039948291,0.787352718419058,1.09734827337995
"11300","control","block 1",5,"1",2549,64,"md_as_36",0.336210167950428,-1.14410875441333,1.09734827337995
"11307","control","block 1",6,"2",2208,32,"md_as_36",-0.936175224555791,-1.14410875441333,1.09734827337995
"11314","control","block 1",7,"1",1695,80,"md_as_36",0.972402864203538,-1.48747968291687,1.09734827337995
"11321","control","block 1",8,"2",2124,67,"md_as_36",0.455496298497886,-0.886580558035682,1.09734827337995
"11328","control","block 1",9,"1",4044,84,"md_as_36",1.13145103826682,-0.371524165280378,1.09734827337995
"11335","control","block 1",10,"2",1911,24,"md_as_36",-1.25427157268235,0.186453593537869,1.09734827337995
"11342","control","block 1",11,"1",2667,61,"md_as_36",0.21692403740297,-0.242760067091551,1.09734827337995
"11349","control","block 1",12,"1",1917,63,"md_as_36",0.296448124434609,-0.457366897406262,1.09734827337995
"11356","control","block 1",13,"2",1906,67,"md_as_36",0.455496298497886,0.701509986293174,1.09734827337995
"11363","control","block 1",14,"2",2261,21,"md_as_36",-1.3735577032298,0.229374959600811,1.09734827337995
"11370","control","block 1",15,"1",4411,82,"md_as_36",1.05192695123518,-0.929501924098624,1.09734827337995
"11377","control","block 1",16,"2",3310,47,"md_as_36",-0.339744571818501,0.143532227474927,1.09734827337995
"11384","control","block 1",17,"1",4093,88,"md_as_36",1.29049921233009,-0.242760067091551,1.09734827337995
"11391","control","block 1",18,"1",3061,87,"md_as_36",1.25073716881427,0.0147681292861011,1.09734827337995
"11398","control","block 1",19,"2",4478,30,"md_as_36",-1.01569931158743,0.315217691726696,1.09734827337995
"11405","control","block 1",20,"2",3793,26,"md_as_36",-1.17474748565071,-0.328602799217435,1.09734827337995
"11412","control","block 1",21,"1",1317,26,"md_as_36",-1.17474748565071,0.0147681292861011,1.09734827337995
"11419","control","block 1",22,"2",1709,48,"md_as_36",-0.299982528302682,0.100610861411985,1.09734827337995
"11426","control","block 1",23,"1",3766,61,"md_as_36",0.21692403740297,-1.6162437811057,1.09734827337995
"11433","control","block 1",24,"2",2738,23,"md_as_36",-1.29403361619817,-0.457366897406262,1.09734827337995
"11440","control","block 1",25,"2",4790,25,"md_as_36",-1.21450952916653,-0.113995968902725,1.09734827337995
"11448","control","block 2",1,"1",3645,72,"md_as_36",0.654306516076983,-0.156917334965667,1.09734827337995
"11455","control","block 2",2,"2",2083,15,"md_as_36",-1.61212996432472,-0.071074602839783,1.09734827337995
"11462","control","block 2",3,"1",1713,75,"md_as_36",0.773592646624441,-0.500288263469204,1.09734827337995
"11469","control","block 2",4,"2",3435,16,"md_as_36",-1.5723679208089,-0.328602799217435,1.09734827337995
"11476","control","block 2",5,"1",2612,51,"md_as_36",-0.180696397755224,-0.328602799217435,1.09734827337995
"11483","control","block 2",6,"2",3378,19,"md_as_36",-1.45308179026144,-0.543209629532146,1.09734827337995
"11490","control","block 2",7,"1",2845,43,"md_as_36",-0.498792745881778,-0.543209629532146,1.09734827337995
"11497","control","block 2",8,"2",2421,26,"md_as_36",-1.17474748565071,-0.543209629532146,1.09734827337995
"11504","control","block 2",9,"1",2709,73,"md_as_36",0.694068559592802,-0.586130995595088,1.09734827337995
"11511","control","block 2",10,"2",5470,51,"md_as_36",-0.180696397755224,-0.62905236165803,1.09734827337995
"11518","control","block 2",11,"1",1878,78,"md_as_36",0.892878777171899,-0.62905236165803,1.09734827337995
"11525","control","block 2",12,"1",2551,78,"md_as_36",0.892878777171899,-0.671973727720972,1.09734827337995
"11532","control","block 2",13,"1",2459,80,"md_as_36",0.972402864203538,-0.757816459846856,1.09734827337995
"11539","control","block 2",14,"2",889,20,"md_as_36",-1.41331974674562,-0.586130995595088,1.09734827337995
"11546","control","block 2",15,"1",2701,79,"md_as_36",0.932640820687718,-0.800737825909798,1.09734827337995
"11553","control","block 2",16,"2",1604,30,"md_as_36",-1.01569931158743,-0.714895093783914,1.09734827337995
"11560","control","block 2",17,"1",2182,70,"md_as_36",0.574782429045344,-0.972423290161566,1.09734827337995
"11567","control","block 2",18,"1",3574,73,"md_as_36",0.694068559592802,-0.586130995595088,1.09734827337995
"11574","control","block 2",19,"2",2462,78,"md_as_36",0.892878777171899,-0.586130995595088,1.09734827337995
"11581","control","block 2",20,"2",718,20,"md_as_36",-1.41331974674562,-0.714895093783914,1.09734827337995
"11588","control","block 2",21,"1",1749,16,"md_as_36",-1.5723679208089,-0.714895093783914,1.09734827337995
"11595","control","block 2",22,"2",2190,27,"md_as_36",-1.13498544213489,-0.800737825909798,1.09734827337995
"11602","control","block 2",23,"1",4130,71,"md_as_36",0.614544472561164,-0.62905236165803,1.09734827337995
"11609","control","block 2",24,"2",2680,25,"md_as_36",-1.21450952916653,-0.62905236165803,1.09734827337995
"11616","control","block 2",25,"2",2141,20,"md_as_36",-1.41331974674562,-0.972423290161566,1.09734827337995
"11624","treatment","block 1",1,"1",3098,78,"md_as_36",0.892878777171899,-0.800737825909798,1.09734827337995
"11631","treatment","block 1",2,"2",4924,31,"md_as_36",-0.975937268071611,-0.071074602839783,1.09734827337995
"11638","treatment","block 1",3,"1",1766,75,"md_as_36",0.773592646624441,0.100610861411985,1.09734827337995
"11645","treatment","block 1",4,"1",1437,76,"md_as_36",0.81335469014026,0.358139057789638,1.09734827337995
"11652","treatment","block 1",5,"1",3200,78,"md_as_36",0.892878777171899,0.744431352356116,1.09734827337995
"11659","treatment","block 1",6,"1",1462,75,"md_as_36",0.773592646624441,0.787352718419058,1.09734827337995
"11666","treatment","block 1",7,"1",1923,83,"md_as_36",1.091688994751,0.529824522041406,1.09734827337995
"11673","treatment","block 1",8,"1",1292,80,"md_as_36",0.972402864203538,0.572745888104348,1.09734827337995
"11680","treatment","block 1",9,"2",1522,31,"md_as_36",-0.975937268071611,0.830274084482,1.09734827337995
"11687","treatment","block 1",10,"1",2057,77,"md_as_36",0.85311673365608,-0.757816459846856,1.09734827337995
"11694","treatment","block 1",11,"2",2238,31,"md_as_36",-0.975937268071611,0.486903155978464,1.09734827337995
"11701","treatment","block 1",12,"1",2617,82,"md_as_36",1.05192695123518,-0.156917334965667,1.09734827337995
"11708","treatment","block 1",13,"1",1863,83,"md_as_36",1.091688994751,0.959038182670827,1.09734827337995
"11715","treatment","block 1",14,"1",1547,85,"md_as_36",1.17121308178263,0.701509986293174,1.09734827337995
"11722","treatment","block 1",15,"1",1551,85,"md_as_36",1.17121308178263,1.00195954873377,1.09734827337995
"11729","treatment","block 1",16,"1",1396,92,"md_as_36",1.44954738639337,0.744431352356116,1.09734827337995
"11736","treatment","block 1",17,"2",3122,18,"md_as_36",-1.49284383377726,1.00195954873377,1.09734827337995
"11743","treatment","block 1",18,"1",3139,76,"md_as_36",0.81335469014026,0.272296325663754,1.09734827337995
"11750","treatment","block 1",19,"1",2976,84,"md_as_36",1.13145103826682,0.486903155978464,1.09734827337995
"11757","treatment","block 1",20,"1",3445,86,"md_as_36",1.21097512529845,0.701509986293174,1.09734827337995
"11764","treatment","block 1",21,"2",1520,20,"md_as_36",-1.41331974674562,0.61566725416729,1.09734827337995
"11771","treatment","block 1",22,"1",2200,82,"md_as_36",1.05192695123518,0.0147681292861011,1.09734827337995
"11778","treatment","block 1",23,"1",988,82,"md_as_36",1.05192695123518,0.873195450544942,1.09734827337995
"11785","treatment","block 1",24,"1",1487,81,"md_as_36",1.01216490771936,0.61566725416729,1.09734827337995
"11792","treatment","block 1",25,"1",3791,87,"md_as_36",1.25073716881427,0.529824522041406,1.09734827337995
"11800","treatment","block 2",1,"2",3257,26,"md_as_36",-1.17474748565071,-0.285681433154493,1.09734827337995
"11807","treatment","block 2",2,"1",1386,75,"md_as_36",0.773592646624441,-0.500288263469204,1.09734827337995
"11814","treatment","block 2",3,"2",2746,16,"md_as_36",-1.5723679208089,-0.156917334965667,1.09734827337995
"11821","treatment","block 2",4,"2",3569,22,"md_as_36",-1.33379565971398,-0.84365919197274,1.09734827337995
