"","subj_idx","blockno","trialno","rt","response","id","motive","condition","other_poss_loss"
"2794",13,2,33,1165,1,"md_as_34","reciprocity","treatment",120
"2795",13,2,34,1197,1,"md_as_34","reciprocity","treatment",40
"2796",13,3,1,1017,1,"md_as_34","reciprocity","treatment",380
"2797",13,3,2,1053,1,"md_as_34","reciprocity","treatment",220
"2798",13,3,3,1018,1,"md_as_34","reciprocity","treatment",180
"2799",13,3,4,1005,0,"md_as_34","reciprocity","treatment",120
"2800",13,3,5,1361,0,"md_as_34","reciprocity","treatment",360
"2801",13,3,6,953,1,"md_as_34","reciprocity","treatment",160
"2802",13,3,7,2030,0,"md_as_34","reciprocity","treatment",40
"2803",13,3,8,862,1,"md_as_34","reciprocity","treatment",300
"2804",13,3,9,941,1,"md_as_34","reciprocity","treatment",60
"2805",13,3,10,1902,1,"md_as_34","reciprocity","treatment",240
"2806",13,3,11,745,1,"md_as_34","reciprocity","treatment",240
"2807",13,3,12,1433,1,"md_as_34","reciprocity","treatment",100
"2808",13,3,13,729,1,"md_as_34","reciprocity","treatment",380
"2809",13,3,14,1356,1,"md_as_34","reciprocity","treatment",360
"2810",13,3,15,1029,1,"md_as_34","reciprocity","treatment",220
"2811",13,3,16,1036,1,"md_as_34","reciprocity","treatment",320
"2812",13,3,17,1267,1,"md_as_34","reciprocity","treatment",280
"2813",13,3,18,1165,0,"md_as_34","reciprocity","treatment",180
"2814",13,3,19,1156,0,"md_as_34","reciprocity","treatment",20
"2815",13,3,20,900,1,"md_as_34","reciprocity","treatment",360
"2816",13,3,21,1083,1,"md_as_34","reciprocity","treatment",280
"2817",13,3,22,1125,1,"md_as_34","reciprocity","treatment",320
"2818",13,3,23,1758,0,"md_as_34","reciprocity","treatment",20
"2819",13,3,24,1394,0,"md_as_34","reciprocity","treatment",380
"2820",13,3,25,654,1,"md_as_34","reciprocity","treatment",340
"2821",13,3,26,1371,1,"md_as_34","reciprocity","treatment",160
"2822",13,3,27,791,1,"md_as_34","reciprocity","treatment",300
"2823",13,3,28,715,1,"md_as_34","reciprocity","treatment",380
"2824",13,3,29,770,1,"md_as_34","reciprocity","treatment",360
"2825",13,3,30,1429,1,"md_as_34","reciprocity","treatment",100
"2826",13,3,31,1070,1,"md_as_34","reciprocity","treatment",60
"2827",13,3,32,892,1,"md_as_34","reciprocity","treatment",120
"2828",13,3,33,937,1,"md_as_34","reciprocity","treatment",340
"2829",13,3,34,913,1,"md_as_34","reciprocity","treatment",40
"2830",14,1,1,1792,0,"md_as_35","reciprocity","control",20
"2831",14,1,2,1832,0,"md_as_35","reciprocity","control",100
"2832",14,1,3,2523,0,"md_as_35","reciprocity","control",360
"2833",14,1,4,2712,0,"md_as_35","reciprocity","control",240
"2834",14,1,5,1776,1,"md_as_35","reciprocity","control",380
"2835",14,1,6,1893,0,"md_as_35","reciprocity","control",280
"2836",14,1,7,2736,0,"md_as_35","reciprocity","control",220
"2837",14,1,8,2301,0,"md_as_35","reciprocity","control",340
"2838",14,1,9,1736,0,"md_as_35","reciprocity","control",60
"2839",14,1,10,2211,1,"md_as_35","reciprocity","control",360
"2840",14,1,11,2278,0,"md_as_35","reciprocity","control",100
"2841",14,1,12,1747,1,"md_as_35","reciprocity","control",340
"2842",14,1,13,2701,0,"md_as_35","reciprocity","control",280
"2843",14,1,14,3021,0,"md_as_35","reciprocity","control",320
"2844",14,1,15,1793,0,"md_as_35","reciprocity","control",60
"2845",14,1,16,2279,0,"md_as_35","reciprocity","control",300
"2846",14,1,17,1783,1,"md_as_35","reciprocity","control",320
"2847",14,1,18,2383,0,"md_as_35","reciprocity","control",360
"2848",14,1,19,2790,1,"md_as_35","reciprocity","control",360
"2849",14,1,20,2192,0,"md_as_35","reciprocity","control",180
"2850",14,1,21,1535,0,"md_as_35","reciprocity","control",20
"2851",14,1,22,3093,0,"md_as_35","reciprocity","control",120
"2852",14,1,23,1877,1,"md_as_35","reciprocity","control",380
"2853",14,1,24,2277,0,"md_as_35","reciprocity","control",240
"2854",14,1,25,1992,0,"md_as_35","reciprocity","control",120
"2855",14,1,26,2028,0,"md_as_35","reciprocity","control",40
"2856",14,1,27,1989,0,"md_as_35","reciprocity","control",40
"2857",14,1,28,1812,1,"md_as_35","reciprocity","control",380
"2858",14,1,29,2228,0,"md_as_35","reciprocity","control",220
"2859",14,1,30,3523,0,"md_as_35","reciprocity","control",160
"2860",14,1,31,1335,0,"md_as_35","reciprocity","control",300
"2861",14,1,32,2362,0,"md_as_35","reciprocity","control",160
"2862",14,1,33,1739,0,"md_as_35","reciprocity","control",180
"2863",14,1,34,1678,0,"md_as_35","reciprocity","control",380
"2864",14,2,1,1152,0,"md_as_35","reciprocity","control",20
"2865",14,2,2,1701,0,"md_as_35","reciprocity","control",100
"2866",14,2,3,2819,0,"md_as_35","reciprocity","control",360
"2867",14,2,4,1478,0,"md_as_35","reciprocity","control",240
"2868",14,2,5,1502,1,"md_as_35","reciprocity","control",380
"2869",14,2,6,1941,0,"md_as_35","reciprocity","control",280
"2870",14,2,7,1578,0,"md_as_35","reciprocity","control",220
"2871",14,2,8,3134,0,"md_as_35","reciprocity","control",340
"2872",14,2,9,1683,0,"md_as_35","reciprocity","control",60
"2873",14,2,10,1939,1,"md_as_35","reciprocity","control",360
"2874",14,2,11,1848,0,"md_as_35","reciprocity","control",100
"2875",14,2,12,3091,1,"md_as_35","reciprocity","control",340
"2876",14,2,13,1416,0,"md_as_35","reciprocity","control",280
"2877",14,2,14,2604,0,"md_as_35","reciprocity","control",320
"2878",14,2,15,2164,0,"md_as_35","reciprocity","control",60
"2879",14,2,16,2479,0,"md_as_35","reciprocity","control",300
"2880",14,2,17,2547,0,"md_as_35","reciprocity","control",320
"2881",14,2,18,3188,0,"md_as_35","reciprocity","control",360
"2882",14,2,19,2919,0,"md_as_35","reciprocity","control",360
"2883",14,2,20,1673,0,"md_as_35","reciprocity","control",180
"2884",14,2,21,2160,0,"md_as_35","reciprocity","control",20
"2885",14,2,22,1763,0,"md_as_35","reciprocity","control",120
"2886",14,2,23,1872,1,"md_as_35","reciprocity","control",380
"2887",14,2,24,1694,0,"md_as_35","reciprocity","control",240
"2888",14,2,25,1489,0,"md_as_35","reciprocity","control",120
"2889",14,2,26,1814,0,"md_as_35","reciprocity","control",40
"2890",14,2,27,1161,0,"md_as_35","reciprocity","control",40
"2891",14,2,28,1895,1,"md_as_35","reciprocity","control",380
"2892",14,2,29,2063,0,"md_as_35","reciprocity","control",220
"2893",14,2,30,1392,0,"md_as_35","reciprocity","control",160
"2894",14,2,31,1961,0,"md_as_35","reciprocity","control",300
"2895",14,2,32,1283,0,"md_as_35","reciprocity","control",160
"2896",14,2,33,2028,0,"md_as_35","reciprocity","control",180
"2897",14,2,34,2028,0,"md_as_35","reciprocity","control",380
"2898",14,3,1,2247,1,"md_as_35","reciprocity","control",380
"2899",14,3,2,1029,0,"md_as_35","reciprocity","control",20
"2900",14,3,3,914,0,"md_as_35","reciprocity","control",120
"2901",14,3,4,1105,0,"md_as_35","reciprocity","control",100
"2902",14,3,5,1491,0,"md_as_35","reciprocity","control",40
"2903",14,3,6,1525,0,"md_as_35","reciprocity","control",40
"2904",14,3,7,1007,0,"md_as_35","reciprocity","control",240
"2905",14,3,8,1901,0,"md_as_35","reciprocity","control",380
"2906",14,3,9,1495,0,"md_as_35","reciprocity","control",60
"2907",14,3,10,1865,0,"md_as_35","reciprocity","control",160
"2908",14,3,11,1102,0,"md_as_35","reciprocity","control",20
"2909",14,3,12,1584,0,"md_as_35","reciprocity","control",340
"2910",14,3,13,1424,0,"md_as_35","reciprocity","control",160
"2911",14,3,14,1222,0,"md_as_35","reciprocity","control",300
"2912",14,3,15,2327,1,"md_as_35","reciprocity","control",380
"2913",14,3,16,2349,0,"md_as_35","reciprocity","control",360
"2914",14,3,17,3342,0,"md_as_35","reciprocity","control",360
"2915",14,3,18,2075,1,"md_as_35","reciprocity","control",380
"2916",14,3,19,1456,0,"md_as_35","reciprocity","control",280
"2917",14,3,20,2035,0,"md_as_35","reciprocity","control",180
"2918",14,3,21,1353,0,"md_as_35","reciprocity","control",300
"2919",14,3,22,1528,0,"md_as_35","reciprocity","control",240
"2920",14,3,23,2392,0,"md_as_35","reciprocity","control",100
"2921",14,3,24,1752,0,"md_as_35","reciprocity","control",280
"2922",14,3,25,1671,0,"md_as_35","reciprocity","control",60
"2923",14,3,26,1561,0,"md_as_35","reciprocity","control",320
"2924",14,3,27,1604,0,"md_as_35","reciprocity","control",320
"2925",14,3,28,1779,0,"md_as_35","reciprocity","control",180
"2926",14,3,29,2115,0,"md_as_35","reciprocity","control",360
"2927",14,3,30,3058,1,"md_as_35","reciprocity","control",340
"2928",14,3,31,1057,0,"md_as_35","reciprocity","control",120
"2929",14,3,32,1518,0,"md_as_35","reciprocity","control",360
"2930",14,3,33,2028,0,"md_as_35","reciprocity","control",220
"2931",14,3,34,1087,0,"md_as_35","reciprocity","control",220
"2932",14,1,1,2740,0,"md_as_35","reciprocity","treatment",40
"2933",14,1,2,1761,1,"md_as_35","reciprocity","treatment",380
"2934",14,1,3,1536,0,"md_as_35","reciprocity","treatment",280
"2935",14,1,4,2117,1,"md_as_35","reciprocity","treatment",320
"2936",14,1,5,2412,0,"md_as_35","reciprocity","treatment",240
"2937",14,1,6,2447,0,"md_as_35","reciprocity","treatment",360
"2938",14,1,7,1544,1,"md_as_35","reciprocity","treatment",360
"2939",14,1,8,1707,0,"md_as_35","reciprocity","treatment",100
"2940",14,1,9,1424,0,"md_as_35","reciprocity","treatment",20
"2941",14,1,10,2746,1,"md_as_35","reciprocity","treatment",240
"2942",14,1,11,1374,0,"md_as_35","reciprocity","treatment",40
"2943",14,1,12,1987,1,"md_as_35","reciprocity","treatment",360
"2944",14,1,13,2694,0,"md_as_35","reciprocity","treatment",360
"2945",14,1,14,2290,0,"md_as_35","reciprocity","treatment",280
"2946",14,1,15,1581,1,"md_as_35","reciprocity","treatment",320
"2947",14,1,16,1474,0,"md_as_35","reciprocity","treatment",160
"2948",14,1,17,2239,0,"md_as_35","reciprocity","treatment",300
"2949",14,1,18,1073,0,"md_as_35","reciprocity","treatment",220
"2950",14,1,19,2214,1,"md_as_35","reciprocity","treatment",380
"2951",14,1,20,2635,1,"md_as_35","reciprocity","treatment",340
"2952",14,1,21,1687,0,"md_as_35","reciprocity","treatment",20
"2953",14,1,22,1622,0,"md_as_35","reciprocity","treatment",160
"2954",14,1,23,2336,0,"md_as_35","reciprocity","treatment",220
"2955",14,1,24,2636,1,"md_as_35","reciprocity","treatment",340
"2956",14,1,25,1796,0,"md_as_35","reciprocity","treatment",180
"2957",14,1,26,2323,0,"md_as_35","reciprocity","treatment",60
"2958",14,1,27,2424,0,"md_as_35","reciprocity","treatment",300
"2959",14,1,28,1779,0,"md_as_35","reciprocity","treatment",100
"2960",14,1,29,3540,1,"md_as_35","reciprocity","treatment",380
"2961",14,1,30,2188,0,"md_as_35","reciprocity","treatment",380
"2962",14,1,31,1789,0,"md_as_35","reciprocity","treatment",120
"2963",14,1,32,1698,0,"md_as_35","reciprocity","treatment",60
"2964",14,1,33,1543,0,"md_as_35","reciprocity","treatment",120
"2965",14,1,34,2792,0,"md_as_35","reciprocity","treatment",180
"2966",14,2,1,2079,0,"md_as_35","reciprocity","treatment",40
"2967",14,2,2,2404,1,"md_as_35","reciprocity","treatment",380
"2968",14,2,3,2378,1,"md_as_35","reciprocity","treatment",280
"2969",14,2,4,2435,0,"md_as_35","reciprocity","treatment",320
"2970",14,2,5,2834,0,"md_as_35","reciprocity","treatment",240
"2971",14,2,6,3387,1,"md_as_35","reciprocity","treatment",360
"2972",14,2,7,1674,1,"md_as_35","reciprocity","treatment",360
"2973",14,2,8,1453,0,"md_as_35","reciprocity","treatment",100
"2974",14,2,9,1896,0,"md_as_35","reciprocity","treatment",20
"2975",14,2,10,2401,1,"md_as_35","reciprocity","treatment",240
"2976",14,2,11,906,0,"md_as_35","reciprocity","treatment",40
"2977",14,2,12,1909,1,"md_as_35","reciprocity","treatment",360
"2978",14,2,13,3534,0,"md_as_35","reciprocity","treatment",360
"2979",14,2,14,1222,0,"md_as_35","reciprocity","treatment",280
"2980",14,2,15,1199,1,"md_as_35","reciprocity","treatment",320
"2981",14,2,16,1347,0,"md_as_35","reciprocity","treatment",160
"2982",14,2,17,1543,0,"md_as_35","reciprocity","treatment",300
"2983",14,2,18,1088,0,"md_as_35","reciprocity","treatment",220
"2984",14,2,19,1784,1,"md_as_35","reciprocity","treatment",380
"2985",14,2,20,3038,1,"md_as_35","reciprocity","treatment",340
"2986",14,2,21,1386,0,"md_as_35","reciprocity","treatment",20
"2987",14,2,22,1389,0,"md_as_35","reciprocity","treatment",160
"2988",14,2,23,1991,0,"md_as_35","reciprocity","treatment",220
"2989",14,2,24,3058,1,"md_as_35","reciprocity","treatment",340
"2990",14,2,25,1203,0,"md_as_35","reciprocity","treatment",180
"2991",14,2,26,1620,0,"md_as_35","reciprocity","treatment",60
"2992",14,2,27,1522,0,"md_as_35","reciprocity","treatment",300
"2993",14,2,28,2408,0,"md_as_35","reciprocity","treatment",100
"2994",14,2,29,1831,1,"md_as_35","reciprocity","treatment",380
"2995",14,2,30,1557,0,"md_as_35","reciprocity","treatment",380
"2996",14,2,31,1138,0,"md_as_35","reciprocity","treatment",120
"2997",14,2,32,1589,0,"md_as_35","reciprocity","treatment",60
"2998",14,2,33,1799,0,"md_as_35","reciprocity","treatment",120
"2999",14,2,34,1917,0,"md_as_35","reciprocity","treatment",180
"3000",14,3,1,1835,0,"md_as_35","reciprocity","treatment",300
"3001",14,3,2,1482,0,"md_as_35","reciprocity","treatment",360
"3002",14,3,3,1556,0,"md_as_35","reciprocity","treatment",120
"3003",14,3,4,1336,0,"md_as_35","reciprocity","treatment",60
"3004",14,3,5,2324,1,"md_as_35","reciprocity","treatment",360
"3005",14,3,6,1307,0,"md_as_35","reciprocity","treatment",240
"3006",14,3,7,2442,1,"md_as_35","reciprocity","treatment",360
"3007",14,3,8,918,0,"md_as_35","reciprocity","treatment",160
"3008",14,3,9,1164,0,"md_as_35","reciprocity","treatment",20
"3009",14,3,10,1814,0,"md_as_35","reciprocity","treatment",340
"3010",14,3,11,2216,0,"md_as_35","reciprocity","treatment",220
"3011",14,3,12,2385,1,"md_as_35","reciprocity","treatment",380
"3012",14,3,13,1375,0,"md_as_35","reciprocity","treatment",180
"3013",14,3,14,1522,0,"md_as_35","reciprocity","treatment",380
"3014",14,3,15,1900,1,"md_as_35","reciprocity","treatment",380
"3015",14,3,16,882,0,"md_as_35","reciprocity","treatment",280
"3016",14,3,17,1048,0,"md_as_35","reciprocity","treatment",180
"3017",14,3,18,662,0,"md_as_35","reciprocity","treatment",20
"3018",14,3,19,1341,0,"md_as_35","reciprocity","treatment",280
"3019",14,3,20,778,0,"md_as_35","reciprocity","treatment",160
"3020",14,3,21,1611,0,"md_as_35","reciprocity","treatment",220
"3021",14,3,22,2001,0,"md_as_35","reciprocity","treatment",340
"3022",14,3,23,1706,0,"md_as_35","reciprocity","treatment",100
"3023",14,3,24,1616,0,"md_as_35","reciprocity","treatment",320
"3024",14,3,25,2404,1,"md_as_35","reciprocity","treatment",380
"3025",14,3,26,1599,0,"md_as_35","reciprocity","treatment",300
"3026",14,3,27,1048,0,"md_as_35","reciprocity","treatment",120
"3027",14,3,28,1700,0,"md_as_35","reciprocity","treatment",320
"3028",14,3,29,2286,0,"md_as_35","reciprocity","treatment",40
"3029",14,3,30,1650,0,"md_as_35","reciprocity","treatment",360
"3030",14,3,31,1251,0,"md_as_35","reciprocity","treatment",60
"3031",14,3,32,1559,0,"md_as_35","reciprocity","treatment",100
"3032",14,3,33,1196,0,"md_as_35","reciprocity","treatment",240
"3033",14,3,34,1518,0,"md_as_35","reciprocity","treatment",40
"3034",15,1,1,1777,1,"md_as_36","reciprocity","control",360
"3035",15,1,2,958,1,"md_as_36","reciprocity","control",380
"3036",15,1,3,2007,0,"md_as_36","reciprocity","control",340
"3037",15,1,4,1339,1,"md_as_36","reciprocity","control",380
"3038",15,1,5,941,1,"md_as_36","reciprocity","control",380
"3039",15,1,6,1150,1,"md_as_36","reciprocity","control",20
"3040",15,1,7,1399,0,"md_as_36","reciprocity","control",100
"3041",15,1,8,1410,0,"md_as_36","reciprocity","control",180
"3042",15,1,9,926,1,"md_as_36","reciprocity","control",220
"3043",15,1,10,1067,1,"md_as_36","reciprocity","control",180
"3044",15,1,11,1656,0,"md_as_36","reciprocity","control",40
"3045",15,1,12,1892,0,"md_as_36","reciprocity","control",340
"3046",15,1,13,1718,0,"md_as_36","reciprocity","control",120
"3047",15,1,14,1231,1,"md_as_36","reciprocity","control",100
"3048",15,1,15,962,1,"md_as_36","reciprocity","control",360
"3049",15,1,16,1326,0,"md_as_36","reciprocity","control",320
"3050",15,1,17,1253,1,"md_as_36","reciprocity","control",280
"3051",15,1,18,1185,0,"md_as_36","reciprocity","control",220
"3052",15,1,19,1466,0,"md_as_36","reciprocity","control",300
"3053",15,1,20,1320,1,"md_as_36","reciprocity","control",360
"3054",15,1,21,793,1,"md_as_36","reciprocity","control",160
"3055",15,1,22,966,0,"md_as_36","reciprocity","control",60
"3056",15,1,23,1927,1,"md_as_36","reciprocity","control",300
"3057",15,1,24,1563,0,"md_as_36","reciprocity","control",160
"3058",15,1,25,787,0,"md_as_36","reciprocity","control",20
"3059",15,1,26,1008,1,"md_as_36","reciprocity","control",120
"3060",15,1,27,1418,0,"md_as_36","reciprocity","control",360
"3061",15,1,28,1239,0,"md_as_36","reciprocity","control",380
"3062",15,1,29,877,1,"md_as_36","reciprocity","control",320
"3063",15,1,30,950,1,"md_as_36","reciprocity","control",240
"3064",15,1,31,865,0,"md_as_36","reciprocity","control",280
"3065",15,1,32,715,1,"md_as_36","reciprocity","control",60
"3066",15,1,33,898,0,"md_as_36","reciprocity","control",240
"3067",15,1,34,1096,1,"md_as_36","reciprocity","control",40
"3068",15,2,1,1938,0,"md_as_36","reciprocity","control",360
"3069",15,2,2,904,1,"md_as_36","reciprocity","control",380
"3070",15,2,3,1098,1,"md_as_36","reciprocity","control",340
"3071",15,2,4,1113,1,"md_as_36","reciprocity","control",380
"3072",15,2,5,755,1,"md_as_36","reciprocity","control",380
"3073",15,2,6,1121,1,"md_as_36","reciprocity","control",20
"3074",15,2,7,1129,0,"md_as_36","reciprocity","control",100
"3075",15,2,8,1114,0,"md_as_36","reciprocity","control",180
"3076",15,2,9,762,1,"md_as_36","reciprocity","control",220
"3077",15,2,10,723,1,"md_as_36","reciprocity","control",180
"3078",15,2,11,703,0,"md_as_36","reciprocity","control",40
"3079",15,2,12,691,0,"md_as_36","reciprocity","control",340
"3080",15,2,13,2237,0,"md_as_36","reciprocity","control",120
"3081",15,2,14,767,1,"md_as_36","reciprocity","control",100
"3082",15,2,15,847,1,"md_as_36","reciprocity","control",360
"3083",15,2,16,973,0,"md_as_36","reciprocity","control",320
"3084",15,2,17,774,1,"md_as_36","reciprocity","control",280
"3085",15,2,18,983,0,"md_as_36","reciprocity","control",220
"3086",15,2,19,826,0,"md_as_36","reciprocity","control",300
"3087",15,2,20,950,1,"md_as_36","reciprocity","control",360
"3088",15,2,21,774,1,"md_as_36","reciprocity","control",160
"3089",15,2,22,1092,0,"md_as_36","reciprocity","control",60
"3090",15,2,23,945,1,"md_as_36","reciprocity","control",300
"3091",15,2,24,906,0,"md_as_36","reciprocity","control",160
"3092",15,2,25,696,0,"md_as_36","reciprocity","control",20
"3093",15,2,26,944,1,"md_as_36","reciprocity","control",120
"3094",15,2,27,864,0,"md_as_36","reciprocity","control",360
"3095",15,2,28,881,0,"md_as_36","reciprocity","control",380
"3096",15,2,29,731,1,"md_as_36","reciprocity","control",320
"3097",15,2,30,807,1,"md_as_36","reciprocity","control",240
"3098",15,2,31,838,0,"md_as_36","reciprocity","control",280
"3099",15,2,32,2914,1,"md_as_36","reciprocity","control",60
"3100",15,2,33,701,0,"md_as_36","reciprocity","control",240
"3101",15,2,34,1339,1,"md_as_36","reciprocity","control",40
"3102",15,3,1,2014,0,"md_as_36","reciprocity","control",220
"3103",15,3,2,958,0,"md_as_36","reciprocity","control",60
"3104",15,3,3,793,0,"md_as_36","reciprocity","control",40
"3105",15,3,4,624,0,"md_as_36","reciprocity","control",160
"3106",15,3,5,924,1,"md_as_36","reciprocity","control",60
"3107",15,3,6,868,1,"md_as_36","reciprocity","control",380
"3108",15,3,7,887,0,"md_as_36","reciprocity","control",280
"3109",15,3,8,663,0,"md_as_36","reciprocity","control",360
"3110",15,3,9,604,1,"md_as_36","reciprocity","control",320
"3111",15,3,10,698,0,"md_as_36","reciprocity","control",300
"3112",15,3,11,1009,0,"md_as_36","reciprocity","control",180
"3113",15,3,12,785,1,"md_as_36","reciprocity","control",300
"3114",15,3,13,700,1,"md_as_36","reciprocity","control",160
"3115",15,3,14,614,1,"md_as_36","reciprocity","control",380
"3116",15,3,15,619,0,"md_as_36","reciprocity","control",20
"3117",15,3,16,847,1,"md_as_36","reciprocity","control",380
"3118",15,3,17,656,0,"md_as_36","reciprocity","control",380
"3119",15,3,18,768,1,"md_as_36","reciprocity","control",220
"3120",15,3,19,732,0,"md_as_36","reciprocity","control",100
"3121",15,3,20,802,1,"md_as_36","reciprocity","control",360
"3122",15,3,21,1088,1,"md_as_36","reciprocity","control",40
"3123",15,3,22,709,1,"md_as_36","reciprocity","control",180
"3124",15,3,23,697,0,"md_as_36","reciprocity","control",120
"3125",15,3,24,657,0,"md_as_36","reciprocity","control",360
"3126",15,3,25,1202,1,"md_as_36","reciprocity","control",20
"3127",15,3,26,1011,1,"md_as_36","reciprocity","control",280
"3128",15,3,27,743,1,"md_as_36","reciprocity","control",120
"3129",15,3,28,800,0,"md_as_36","reciprocity","control",340
"3130",15,3,29,688,0,"md_as_36","reciprocity","control",320
"3131",15,3,30,662,0,"md_as_36","reciprocity","control",240
"3132",15,3,31,1392,1,"md_as_36","reciprocity","control",340
"3133",15,3,32,748,1,"md_as_36","reciprocity","control",100
"3134",15,3,33,1321,1,"md_as_36","reciprocity","control",360
"3135",15,3,34,796,1,"md_as_36","reciprocity","control",240
"3136",15,1,1,1665,0,"md_as_36","reciprocity","treatment",20
"3137",15,1,2,1104,1,"md_as_36","reciprocity","treatment",60
"3138",15,1,3,743,1,"md_as_36","reciprocity","treatment",300
"3139",15,1,4,723,1,"md_as_36","reciprocity","treatment",360
"3140",15,1,5,871,0,"md_as_36","reciprocity","treatment",280
"3141",15,1,6,654,0,"md_as_36","reciprocity","treatment",120
"3142",15,1,7,853,0,"md_as_36","reciprocity","treatment",160
"3143",15,1,8,892,0,"md_as_36","reciprocity","treatment",360
"3144",15,1,9,785,0,"md_as_36","reciprocity","treatment",220
"3145",15,1,10,661,0,"md_as_36","reciprocity","treatment",360
"3146",15,1,12,1234,1,"md_as_36","reciprocity","treatment",380
"3147",15,1,13,977,1,"md_as_36","reciprocity","treatment",100
"3148",15,1,14,1348,0,"md_as_36","reciprocity","treatment",180
"3149",15,1,15,822,1,"md_as_36","reciprocity","treatment",340
"3150",15,1,16,660,0,"md_as_36","reciprocity","treatment",240
"3151",15,1,17,582,0,"md_as_36","reciprocity","treatment",300
"3152",15,1,18,816,0,"md_as_36","reciprocity","treatment",40
"3153",15,1,19,662,0,"md_as_36","reciprocity","treatment",100
"3154",15,1,20,836,1,"md_as_36","reciprocity","treatment",360
"3155",15,1,21,654,0,"md_as_36","reciprocity","treatment",60
"3156",15,1,22,677,1,"md_as_36","reciprocity","treatment",280
"3157",15,1,23,705,0,"md_as_36","reciprocity","treatment",380
"3158",15,1,24,836,1,"md_as_36","reciprocity","treatment",160
"3159",15,1,25,1168,1,"md_as_36","reciprocity","treatment",240
"3160",15,1,26,669,0,"md_as_36","reciprocity","treatment",320
"3161",15,1,27,1973,1,"md_as_36","reciprocity","treatment",380
"3162",15,1,28,922,0,"md_as_36","reciprocity","treatment",40
"3163",15,1,29,722,1,"md_as_36","reciprocity","treatment",320
"3164",15,1,30,721,1,"md_as_36","reciprocity","treatment",120
"3165",15,1,31,846,0,"md_as_36","reciprocity","treatment",340
"3166",15,1,32,713,1,"md_as_36","reciprocity","treatment",220
"3167",15,1,33,705,0,"md_as_36","reciprocity","treatment",20
"3168",15,1,34,649,1,"md_as_36","reciprocity","treatment",380
"3169",15,2,1,3595,1,"md_as_36","reciprocity","treatment",20
"3170",15,2,2,855,1,"md_as_36","reciprocity","treatment",60
"3171",15,2,3,690,1,"md_as_36","reciprocity","treatment",300
"3172",15,2,4,648,1,"md_as_36","reciprocity","treatment",360
"3173",15,2,5,1276,0,"md_as_36","reciprocity","treatment",280
"3174",15,2,6,644,0,"md_as_36","reciprocity","treatment",120
"3175",15,2,7,613,0,"md_as_36","reciprocity","treatment",160
"3176",15,2,8,835,0,"md_as_36","reciprocity","treatment",360
"3177",15,2,9,663,0,"md_as_36","reciprocity","treatment",220
"3178",15,2,10,605,0,"md_as_36","reciprocity","treatment",360
"3179",15,2,11,1455,1,"md_as_36","reciprocity","treatment",180
"3180",15,2,12,1199,1,"md_as_36","reciprocity","treatment",380
"3181",15,2,13,705,1,"md_as_36","reciprocity","treatment",100
"3182",15,2,14,754,0,"md_as_36","reciprocity","treatment",180
"3183",15,2,15,759,1,"md_as_36","reciprocity","treatment",340
"3184",15,2,16,875,0,"md_as_36","reciprocity","treatment",240
"3185",15,2,17,647,0,"md_as_36","reciprocity","treatment",300
"3186",15,2,18,693,0,"md_as_36","reciprocity","treatment",40
"3187",15,2,19,640,0,"md_as_36","reciprocity","treatment",100
"3188",15,2,20,914,1,"md_as_36","reciprocity","treatment",360
"3189",15,2,21,948,0,"md_as_36","reciprocity","treatment",60
"3190",15,2,22,889,1,"md_as_36","reciprocity","treatment",280
"3191",15,2,23,762,0,"md_as_36","reciprocity","treatment",380
"3192",15,2,24,954,1,"md_as_36","reciprocity","treatment",160
"3193",15,2,25,717,1,"md_as_36","reciprocity","treatment",240
"3194",15,2,26,818,1,"md_as_36","reciprocity","treatment",320
"3195",15,2,27,728,1,"md_as_36","reciprocity","treatment",380
"3196",15,2,28,1838,1,"md_as_36","reciprocity","treatment",40
"3197",15,2,29,1138,1,"md_as_36","reciprocity","treatment",320
"3198",15,2,30,1097,1,"md_as_36","reciprocity","treatment",120
"3199",15,2,31,1020,0,"md_as_36","reciprocity","treatment",340
"3200",15,2,32,1167,1,"md_as_36","reciprocity","treatment",220
"3201",15,2,33,899,0,"md_as_36","reciprocity","treatment",20
"3202",15,2,34,803,1,"md_as_36","reciprocity","treatment",380
"3203",15,3,1,1239,0,"md_as_36","reciprocity","treatment",220
"3204",15,3,2,911,0,"md_as_36","reciprocity","treatment",240
"3205",15,3,3,1442,0,"md_as_36","reciprocity","treatment",20
"3206",15,3,4,826,0,"md_as_36","reciprocity","treatment",360
"3207",15,3,5,1047,0,"md_as_36","reciprocity","treatment",280
"3208",15,3,6,772,0,"md_as_36","reciprocity","treatment",160
"3209",15,3,7,1199,1,"md_as_36","reciprocity","treatment",380
"3210",15,3,8,673,0,"md_as_36","reciprocity","treatment",20
"3211",15,3,9,1764,0,"md_as_36","reciprocity","treatment",380
"3212",15,3,10,828,0,"md_as_36","reciprocity","treatment",220
"3213",15,3,11,984,1,"md_as_36","reciprocity","treatment",360
"3214",15,3,12,910,0,"md_as_36","reciprocity","treatment",40
"3215",15,3,13,1746,0,"md_as_36","reciprocity","treatment",340
"3216",15,3,14,824,0,"md_as_36","reciprocity","treatment",360
"3217",15,3,15,850,0,"md_as_36","reciprocity","treatment",340
"3218",15,3,16,663,0,"md_as_36","reciprocity","treatment",120
"3219",15,3,17,938,1,"md_as_36","reciprocity","treatment",360
